sep=,
"date","lead_name","business","area","phone_or_link","channel","status","next_action","next_date","notes","lead_id"
"2026-03-05","007 Mobile Phones Est","007 Mobile Phones Est","Abu Dhabi","=""0097126411133""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/007-mobile-phones-est-163697","UAE0001"
"2026-03-05","Abdul Rahim Abdul Karim Embroidery","Abdul Rahim Abdul Karim Embroidery","Dubai","=""0097142718918""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-abdul-karim-embroidery-161108","UAE0770"
"2026-03-05","Abdul Rahim Abdul Karim LLC","Abdul Rahim Abdul Karim LLC","Dubai","=""0097142265461""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-abdul-karim-llc-121879","UAE0771"
"2026-03-05","Abdul Rahim Al Zarooni Real Estate","Abdul Rahim Al Zarooni Real Estate","Dubai","=""0097142821414""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-al-zarooni-real-estate-120009","UAE0772"
"2026-03-05","Abdul Rahim Ali Mohd and Sons","Abdul Rahim Ali Mohd and Sons","Dubai","=""0097142263592""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-ali-mohd-and-sons-112814","UAE0773"
"2026-03-05","Abdul Rahim Ali Mohd and Sons","Abdul Rahim Ali Mohd and Sons","Dubai","=""00971506457361""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rahim-ali-mohd-and-sons-112814","UAE0774"
"2026-03-05","Abdul Rahim Architectural Consultants","Abdul Rahim Architectural Consultants","Dubai","=""0097142235455""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-architectural-consultants-112736","UAE0775"
"2026-03-05","Abdul Rahim Dorabi Trading Est","Abdul Rahim Dorabi Trading Est","Dubai","=""0097142252494""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-dorabi-trading-est-158475","UAE0776"
"2026-03-05","Abdul Rahim Hussain Ali Khoory Grocery","Abdul Rahim Hussain Ali Khoory Grocery","Dubai","=""0097142225834""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-hussain-ali-khoory-grocery-113950","UAE0777"
"2026-03-05","Abdul Rahim M A Al Zarooni General Trading","Abdul Rahim M A Al Zarooni General Trading","Dubai","=""0097142264362""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahim-m-a-al-zarooni-general-trading-105743","UAE0778"
"2026-03-05","Abdul Rahman Abdul Rahim Al Zarooni Passenger Transport","Abdul Rahman Abdul Rahim Al Zarooni Passenger Transport","Dubai","=""0097144328568""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-abdul-rahim-al-zarooni-passenger-transport-158815","UAE0779"
"2026-03-05","Abdul Rahman Abdul Rahim Al Zarooni Passenger Transport","Abdul Rahman Abdul Rahim Al Zarooni Passenger Transport","Dubai","=""00971507240360""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rahman-abdul-rahim-al-zarooni-passenger-transport-158815","UAE0780"
"2026-03-05","Abdul Rahman Abdulla Building Material","Abdul Rahman Abdulla Building Material","Dubai","=""0097142851692""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-abdulla-building-material-188623","UAE0781"
"2026-03-05","Abdul Rahman Abdulla Building Material","Abdul Rahman Abdulla Building Material","Dubai","=""00971559136639""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rahman-abdulla-building-material-188623","UAE0782"
"2026-03-05","Abdul Rahman Ahmed Al Attar Textiles Trading","Abdul Rahman Ahmed Al Attar Textiles Trading","Dubai","=""0097142264716""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-ahmed-al-attar-textiles-trading-124524","UAE0783"
"2026-03-05","Abdul Rahman Ahmed Al Attar Trading Establishment","Abdul Rahman Ahmed Al Attar Trading Establishment","Dubai","=""0097142266743""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-ahmed-al-attar-trading-establishment-129182","UAE0784"
"2026-03-05","Abdul Rahman Ali Textiles","Abdul Rahman Ali Textiles","Dubai","=""0097143533225""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-ali-textiles-163726","UAE0785"
"2026-03-05","Abdul Rahman Ishaq Mohd Trading Co","Abdul Rahman Ishaq Mohd Trading Co","Dubai","=""0097142263902""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-ishaq-mohd-trading-co-120144","UAE0786"
"2026-03-05","Abdul Rahman Moumin Trading Company LLC","Abdul Rahman Moumin Trading Company LLC","Dubai","=""0097142264955""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-moumin-trading-company-llc-146446","UAE0787"
"2026-03-05","Abdul Rahman Naseeb Advocates and Legal Consultants","Abdul Rahman Naseeb Advocates and Legal Consultants","Dubai","=""0097144472020""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-naseeb-advocates-and-legal-consultants-153812","UAE0788"
"2026-03-05","Abdul Rahman Nezam Aluminium And Glass","Abdul Rahman Nezam Aluminium And Glass","Dubai","=""0097142387055""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-nezam-aliminium-and-glass-158184","UAE0789"
"2026-03-05","Abdul Rahman Raiesi Trading Establishment","Abdul Rahman Raiesi Trading Establishment","Dubai","=""0097142678118""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-raiesi-trading-establishment-119482","UAE0790"
"2026-03-05","Abdul Rahman Shihabi, Dr","Abdul Rahman Shihabi, Dr","Dubai","=""0097143521444""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-shihabi-dr-115213","UAE0791"
"2026-03-05","Abdul Rahman Tahir Grocery","Abdul Rahman Tahir Grocery","Dubai","=""0097143939175""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-tahir-grocery-111678","UAE0792"
"2026-03-05","Abdul Rahman Trading Establishment","Abdul Rahman Trading Establishment","Dubai","=""0097142261916""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-trading-establishment-145598","UAE0793"
"2026-03-05","Abdul Raoof Mahmood Trading Co","Abdul Raoof Mahmood Trading Co","Dubai","=""0097142264466""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-raoof-mahmood-trading-co-120060","UAE0794"
"2026-03-05","Abdul Rasool Fazel Trading","Abdul Rasool Fazel Trading","Dubai","=""0097142669563""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rasool-fazel-trading-113098","UAE0795"
"2026-03-05","Abdul Rasool Mirza General Trading Stores","Abdul Rasool Mirza General Trading Stores","Dubai","=""0097143440888""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rasool-mirza-general-trading-stores-120830","UAE0796"
"2026-03-05","Abdul Razak Arjomand Trdg Co","Abdul Razak Arjomand Trdg Co","Dubai","=""0097142267446""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razak-arjomand-trdg-co-161380","UAE0797"
"2026-03-05","Abdul Razak M Tabei Trading","Abdul Razak M Tabei Trading","Dubai","=""0097142250490""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razak-m-tabei-trading-134611","UAE0798"
"2026-03-05","Abdul Razak Qanbar Al Ansari &amp; Sons Company Limited","Abdul Razak Qanbar Al Ansari &amp; Sons Company Limited","Dubai","=""0097142663616""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razak-qanbar-al-ansari-sons-company-limited-172370","UAE0799"
"2026-03-05","Abdul Razaq Ibrahim Ali Trading","Abdul Razaq Ibrahim Ali Trading","Dubai","=""0097142250396""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razaq-ibrahim-ali-trading-111888","UAE0800"
"2026-03-05","Abdul Razaq Rahmania Trading","Abdul Razaq Rahmania Trading","Dubai","=""0097142350762""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razaq-rahmania-trading-117819","UAE0801"
"2026-03-05","Abdul Razzak Khadem Trading Establishment","Abdul Razzak Khadem Trading Establishment","Dubai","=""0097142290445""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razzak-khadem-trading-establishment-111758","UAE0802"
"2026-03-05","Abdul Razzaq A Trading LLC","Abdul Razzaq A Trading LLC","Dubai","=""0097142269005""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razzaq-a-trading-llc-143490","UAE0803"
"2026-03-05","Abdul Razzaq Building Material Trading","Abdul Razzaq Building Material Trading","Dubai","=""0097143204846""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razzaq-building-material-trading-61438","UAE0804"
"2026-03-05","Abdul Razzaq Mohiddin Abdulla Trading Establishment","Abdul Razzaq Mohiddin Abdulla Trading Establishment","Dubai","=""0097142266700""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razzaq-mohiddin-abdulla-trading-establishment-181956","UAE0805"
"2026-03-05","Abdul Razzaq Mohiddin Abdulla Trading Establishment","Abdul Razzaq Mohiddin Abdulla Trading Establishment","Dubai","=""0097142269005""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-razzaq-mohiddin-abdulla-trading-establishment-181286","UAE0806"
"2026-03-05","Abdul Razzaq Mohiddin Abdulla Trading Establishment","Abdul Razzaq Mohiddin Abdulla Trading Establishment","Dubai","=""00971561771010""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-razzaq-mohiddin-abdulla-trading-establishment-181286","UAE0807"
"2026-03-05","Abdul Reda Mohammed Hassan Grocery","Abdul Reda Mohammed Hassan Grocery","Dubai","=""0097143330618""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-reda-mohammed-hassan-grocery-165685","UAE0808"
"2026-03-05","Abdul Redha Ghanim Grocery","Abdul Redha Ghanim Grocery","Dubai","=""0097142722254""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-redha-ghanim-grocery-165686","UAE0809"
"2026-03-05","Abdul Rehman Al Balooshi Building Material Trading","Abdul Rehman Al Balooshi Building Material Trading","Dubai","=""0097142678082""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rehman-al-balooshi-building-material-trading-135564","UAE0810"
"2026-03-05","Abdul Rehman Al Hajri General Trading","Abdul Rehman Al Hajri General Trading","Dubai","=""0097142221741""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rehman-al-hajri-general-trading-139437","UAE0811"
"2026-03-05","Abdul Rehman Mudassar Transportation LLC","Abdul Rehman Mudassar Transportation LLC","Dubai","=""00971551457009""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/abdul-rehman-mudassar-transportation-llc-190600","UAE0812"
"2026-03-05","Abdulhadi Trading Co LLC","Abdulhadi Trading Co LLC","Dubai","=""0097142212002""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-hadi-trdg-est-161370","UAE0813"
"2026-03-05","Al Khoory Automobiles (LLC) Branch","Al Khoory Automobiles (LLC) Branch","Dubai","=""0097142951999""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aal-khoory-automobiles-llc-branch-149340","UAE0814"
"2026-03-05","Alight Steel Construction Contracting LLC","Alight Steel Construction Contracting LLC","Dubai","=""0097143400926""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-c-w-llc-152817","UAE0815"
"2026-03-05","AMR General Trading Co LLC","AMR General Trading Co LLC","Dubai","=""0097142267139""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-m-r-trdg-co-llc-161343","UAE0816"
"2026-03-05","AMR General Trading Co LLC","AMR General Trading Co LLC","Dubai","=""00971506767573""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-m-r-trdg-co-llc-161343","UAE0817"
"2026-03-05","AST Technical Services LLC","AST Technical Services LLC","Dubai","=""00971527666727""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-t-technical-services-llc-168570","UAE0818"
"2026-03-05","AST Technical Services LLC","AST Technical Services LLC","Dubai","=""00971582262302""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-s-t-technical-services-llc-168570","UAE0819"
"2026-03-05","Muhammad Ashraf Lal Hussain Trading","Muhammad Ashraf Lal Hussain Trading","Dubai","=""0097143535183""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-ahmed-almari-veg-and-fruit-114556","UAE0820"
"2026-03-05","Omar Hamadeh for Auditing &amp; Accounting","Omar Hamadeh for Auditing &amp; Accounting","Dubai","=""0097142221936""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-majid-hamadeh-and-co-104439","UAE0821"
"2026-03-05","South India General Trading","South India General Trading","Dubai","=""0097142269835""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-al-jarman-trading-establishment-138589","UAE0822"
"2026-03-05","Vista International Advertising LLC","Vista International Advertising LLC","Dubai","=""0097143332011""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-2-z-vista-131613","UAE0823"
"2026-03-05","World of Pens and Accessories","World of Pens and Accessories","Dubai","=""0097143491022""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-world-of-pens-and-accessories-113932","UAE0824"
"2026-03-05","World of Pens and Accessories","World of Pens and Accessories","Dubai","=""00971566679981""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-world-of-pens-and-accessories-113932","UAE0825"
"2026-03-05","5 Stars Beauty Saloon","5 Stars Beauty Saloon","Fujairah","=""0097192244324""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/5-stars-beauty-salon-169993","UAE0826"
"2026-03-05","A K General Construction","A K General Construction","Fujairah","=""0097192440348""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-k-general-construction-124955","UAE0827"
"2026-03-05","A S Majed Grocery","A S Majed Grocery","Fujairah","=""0097192381671""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-s-majed-grocery-166213","UAE0828"
"2026-03-05","A2Y Construction and Electromechanical","A2Y Construction and Electromechanical","Fujairah","=""00971565646507""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a2y-construction-and-electromechanical-176192","UAE0829"
"2026-03-05","A2Y Construction and Electromechanical","A2Y Construction and Electromechanical","Fujairah","=""0097192282181""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a2y-construction-and-electromechanical-176192","UAE0830"
"2026-03-05","Aamer Saloon","Aamer Saloon","Fujairah","=""0097192222100""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aamer-saloon-122722","UAE0831"
"2026-03-05","Abdul Aziz Bin Abdullatif Al Serkal Establishment","Abdul Aziz Bin Abdullatif Al Serkal Establishment","Fujairah","=""0097192221812""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-aziz-bin-abdullatif-al-serkal-establishment-106000","UAE0832"
"2026-03-05","Abdul Rahman Bakery","Abdul Rahman Bakery","Fujairah","=""0097192229464""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abdul-rahman-bakery-121144","UAE0833"
"2026-03-05","3 db","3 db","Jebel Ali","=""0097148852971""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/3-db-118929","UAE0834"
"2026-03-05","3C Global Services LLC","3C Global Services LLC","Jebel Ali","=""0097148135222""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/3c-global-services-llc-140548","UAE0835"
"2026-03-05","3C Metal International LLC","3C Metal International LLC","Jebel Ali","=""0097148851442""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/3c-metal-international-llc-130743","UAE0836"
"2026-03-05","3C Metal Middle East Fze","3C Metal Middle East Fze","Jebel Ali","=""0097148830682""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/3c-metal-middle-east-fze-145405","UAE0837"
"2026-03-05","3D Dev and Distribution FZCO","3D Dev and Distribution FZCO","Jebel Ali","=""0097148873050""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/3d-dev-and-distribution-fzco-129939","UAE0838"
"2026-03-05","3M Gulf Limited","3M Gulf Limited","Jebel Ali","=""0097148812390""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/3m-gulf-limited-105240","UAE0839"
"2026-03-05","4 Corner Gen Trdg LLC","4 Corner Gen Trdg LLC","Jebel Ali","=""0097148847248""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/4-corner-gen-trdg-llc-148729","UAE0840"
"2026-03-05","4 Homes Fz Co","4 Homes Fz Co","Jebel Ali","=""0097148809922""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/4-homes-fz-co-102281","UAE0841"
"2026-03-05","A &amp; A Intl","A &amp; A Intl","Jebel Ali","=""0097148819441""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-a-intl-132101","UAE0842"
"2026-03-05","A B Express","A B Express","Jebel Ali","=""0097143333233""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-express-122783","UAE0843"
"2026-03-05","A B Mauri Middle East FZE","A B Mauri Middle East FZE","Jebel Ali","=""0097148808895""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-mauri-middle-east-fze-158264","UAE0844"
"2026-03-05","A B Metals","A B Metals","Jebel Ali","=""0097148811302""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-b-metals-150818","UAE0845"
"2026-03-05","A F Compressors Middle East FZE","A F Compressors Middle East FZE","Jebel Ali","=""0097148862293""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-f-compressors-middle-east-fze-142672","UAE0846"
"2026-03-05","A F Compressors Middle East FZE","A F Compressors Middle East FZE","Jebel Ali","=""00971506448420""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/a-f-compressors-middle-east-fze-142672","UAE0847"
"2026-03-05","A J Tronics FZCO","A J Tronics FZCO","Jebel Ali","=""0097148839160""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-j-tronics-fzco-143783","UAE0848"
"2026-03-05","A K Saeed For Trading &amp; Industry Ltd","A K Saeed For Trading &amp; Industry Ltd","Jebel Ali","=""0097148811048""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-k-saeed-for-trading-industry-ltd-151263","UAE0849"
"2026-03-05","A Memberoffmirates National Group","A Memberoffmirates National Group","Jebel Ali","=""0097148872131""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-memberoffmirates-national-group-150934","UAE0850"
"2026-03-05","A O Smith FZE","A O Smith FZE","Jebel Ali","=""0097148812666""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-o-smith-fze-148576","UAE0851"
"2026-03-05","A Unned Technologies Company","A Unned Technologies Company","Jebel Ali","=""0097148875646""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-unned-technologies-company-145170","UAE0852"
"2026-03-05","A Usco Company","A Usco Company","Jebel Ali","=""0097148809007""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/a-usco-company-144918","UAE0853"
"2026-03-05","AAA Construction Equipment FZCO","AAA Construction Equipment FZCO","Jebel Ali","=""0097148862000""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-construction-equipment-fzco-144804","UAE0854"
"2026-03-05","AAA Freight Services","AAA Freight Services","Jebel Ali","=""0097148880000""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaa-freight-services-169117","UAE0855"
"2026-03-05","AAA Freight Services","AAA Freight Services","Jebel Ali","=""00971507725669""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | mobile | https://www.yellowpages-uae.com/aaa-freight-services-169117","UAE0856"
"2026-03-05","AAF International Air Filtration Systems LLC","AAF International Air Filtration Systems LLC","Jebel Ali","=""0097148894886""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaf-international-air-filtration-systems-llc-178775","UAE0857"
"2026-03-05","AAF International Air Filtration Systems LLC","AAF International Air Filtration Systems LLC","Jebel Ali","=""0097148894887""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aaf-international-air-filtration-systems-llc-178775","UAE0858"
"2026-03-05","Aal Mir Trdg Co LLC","Aal Mir Trdg Co LLC","Jebel Ali","=""0097148854888""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aal-mir-trdg-co-llc-116185","UAE0859"
"2026-03-05","Aalmir Plastic Industries LLC","Aalmir Plastic Industries LLC","Jebel Ali","=""0097148802873""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aalmir-plastic-industries-llc-189792","UAE0860"
"2026-03-05","Aarti Steel Gulf FZCO","Aarti Steel Gulf FZCO","Jebel Ali","=""0097148886691""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/aarti-steel-gulf-fzco-150497","UAE0861"
"2026-03-05","Abanos Furniture &amp; Decoration Industry LLC","Abanos Furniture &amp; Decoration Industry LLC","Jebel Ali","=""0097148996111""","WhatsApp","NEW","Review and send compliant outreach","2026-03-05","YellowPages UAE profile | landline_or_tollfree | https://www.yellowpages-uae.com/abanos-furniture-decoration-industry-llc-144850","UAE0862"
